FIPS,NAME,NAME_,MEDHHINC,FOODCPI,FOODHOME,URBANPROP,POVPROP,LAPOPHALF,LAPOP1,MEATALTPCT,Geo Point,STUSAB,LAT,LONG
21017,Bourbon,"Bourbon, Kentucky",56723,247.8,36781.8,0.5507546312654585,0.22260360405835142,94.53333333333335,81.49833333333333,0.22251931075460488,"38.2067299514, -84.2171399549",KY,38.2067299514,-84.2171399549
21019,Boyd,"Boyd, Kentucky",55360,247.8,88839.1,0.7448572897917203,0.1893160195422988,79.07076923076923,56.03076923076923,0.17606943583384996,"38.3595724655, -82.6877258112",KY,38.3595724655,-82.6877258112
21021,Boyle,"Boyle, Kentucky",58159,247.8,48455.6,0.6553737930119122,0.15993629093804956,88.55571428571429,67.96428571428571,0.21670802315963605,"37.6243602285, -84.8668203815",KY,37.6243602285,-84.8668203815
21023,Bracken,"Bracken, Kentucky",54307,222.9,15542.4,0.0,0.22509936167650246,83.24666666666667,77.61333333333333,0.2508710801393728,"38.688812974, -84.0901906655",KY,38.688812974,-84.0901906655
21025,Breathitt,"Breathitt, Kentucky",33409,247.8,23183.6,0.18622388178279176,0.38746325574004925,98.76857142857143,94.01857142857143,0.21201814058956917,"37.5216171391, -83.3240853027",KY,37.5216171391,-83.3240853027
21027,Breckinridge,"Breckinridge, Kentucky",54911,247.8,37747.8,0.0,0.22618121718841144,91.82833333333333,82.78,0.1974169741697417,"37.7732676848, -86.4292775361",KY,37.7732676848,-86.4292775361
21029,Bullitt,"Bullitt, Kentucky",73617,247.8,154736.4,0.6952954514976776,0.11119509429821887,90.19941176470587,74.843125,0.2089238845144357,"37.9700757707, -85.6958570326",KY,37.9700757707,-85.6958570326
21031,Butler,"Butler, Kentucky",49900,247.8,24403.5,0.0,0.2804642166344294,95.19800000000001,88.252,0.23202322465386332,"37.2072808133, -86.68175556",KY,37.2072808133,-86.68175556
21033,Caldwell,"Caldwell, Kentucky",53991,247.8,24795.2,0.4523753619785552,0.1853330202707991,84.08666666666666,66.98333333333333,0.18477251624883936,"37.1453332323, -87.8679057735",KY,37.1453332323,-87.8679057735
21035,Calloway,"Calloway, Kentucky",53632,247.8,73602.4,0.5121920114268225,0.21705861347752894,86.81777777777778,65.91375,0.1936897458369851,"36.6211012796, -88.2722011175",KY,36.6211012796,-88.2722011175
21037,Campbell,"Campbell, Kentucky",73012,222.9,181475.5,0.8460848104105901,0.15506907272668996,75.3532,52.99714285714286,0.20867009551800147,"38.9464767816, -84.3796958206",KY,38.9464767816,-84.3796958206
21039,Carlisle,"Carlisle, Kentucky",59846,247.8,9520.2,0.0,0.18437041692855646,92.21999999999998,84.96666666666667,0.22660098522167488,"36.8532163803, -88.9710587868",KY,36.8532163803,-88.9710587868
21041,Carroll,"Carroll, Kentucky",57398,247.8,18463.1,0.47731329262564587,0.3333020197275716,98.33999999999999,90.50666666666666,0.23162583518930957,"38.6678584122, -85.123590032",KY,38.6678584122,-85.123590032
21043,Carter,"Carter, Kentucky",49201,247.8,49233.1,0.2060098669457318,0.2595305725818508,89.92285714285715,79.85857142857142,0.20531154239019409,"38.318172839, -83.0495338272",KY,38.318172839,-83.0495338272
21045,Casey,"Casey, Kentucky",40364,247.8,29359.8,0.0,0.27238553028902446,95.17999999999999,92.91,0.209143457698371,"37.3222824489, -84.9283681524",KY,37.3222824489,-84.9283681524
21047,Christian,"Christian, Kentucky",53560,247.8,104771.0,0.7177452552983093,0.1856005223785257,88.5938888888889,63.73823529411764,0.23435225618631733,"36.8941807353, -87.4903805625",KY,36.8941807353,-87.4903805625
21049,Clark,"Clark, Kentucky",63793,247.8,70111.4,0.7244390739571033,0.14547002444182022,84.136,54.984,0.2070945945945946,"37.9708518682, -84.1473994082",KY,37.9708518682,-84.1473994082
21051,Clay,"Clay, Kentucky",33018,247.8,33204.3,0.20621355318721094,0.3347074200683692,95.52166666666666,90.86166666666666,0.21050024764735017,"37.1596975589, -83.714662683",KY,37.1596975589,-83.714662683
21053,Clinton,"Clinton, Kentucky",36708,247.8,19552.1,0.0,0.34204623037159854,93.06666666666666,83.27,0.22868217054263565,"36.7274816255, -85.1360135602",KY,36.7274816255,-85.1360135602
21055,Crittenden,"Crittenden, Kentucky",47805,247.8,16995.4,0.29208763764331935,0.23124077647860142,88.1825,81.45,0.20318725099601595,"37.3527152683, -88.0972226536",KY,37.3527152683,-88.0972226536
21057,Cumberland,"Cumberland, Kentucky",41674,247.8,12504.7,0.0,0.26614244669590204,89.28999999999999,80.33,0.21701112877583467,"36.7865296888, -85.3884485912",KY,36.7865296888,-85.3884485912
21059,Daviess,"Daviess, Kentucky",62521,247.8,193414.4,0.7287604798649153,0.171585085704188,73.42260869565217,53.76117647058823,0.20142937746849726,"37.731772508, -87.0872269242",KY,37.731772508,-87.0872269242
21061,Edmonson,"Edmonson, Kentucky",47864,247.8,22980.2,0.0,0.22351686223024533,98.18,96.635,0.23263059507737044,"37.2088402055, -86.2386201495",KY,37.2088402055,-86.2386201495
21063,Elliott,"Elliott, Kentucky",34127,247.8,11851.7,0.0,0.32361902238707113,96.565,92.17,0.20248254460822343,"38.1178916805, -83.0976163428",KY,38.1178916805,-83.0976163428
21065,Estill,"Estill, Kentucky",41387,247.8,26346.0,0.23809523809523808,0.3054966793839197,93.55250000000001,88.6925,0.22397891963109354,"37.6924814699, -83.9643302311",KY,37.6924814699,-83.9643302311
21067,Fayette,"Fayette, Kentucky",67578,247.8,619024.1,0.9691500200685418,0.16613973880020994,70.65926829268294,36.964745762711864,0.21093330469337343,"38.0423302608, -84.4587221937",KY,38.0423302608,-84.4587221937
21069,Fleming,"Fleming, Kentucky",46020,247.8,27690.9,0.19416278432447245,0.1830638531104412,90.15,80.67,0.19838420107719928,"38.3701068106, -83.6966440772",KY,38.3701068106,-83.6966440772
21071,Floyd,"Floyd, Kentucky",41739,247.8,67540.1,0.16136389233021736,0.35288320756841984,95.542,86.452,0.224466243508367,"37.5571085124, -82.7457041434",KY,37.5571085124,-82.7457041434
21073,Franklin,"Franklin, Kentucky",67148,247.8,102817.1,0.7258540782603594,0.15611005729706476,77.97545454545455,55.727999999999994,0.21985446985446985,"38.2391477444, -84.8770681668",KY,38.2391477444,-84.8770681668
21075,Fulton,"Fulton, Kentucky",50386,247.8,10264.2,0.35469298979421116,0.24611008867324746,66.81,35.685,0.25622775800711745,"36.5540721406, -89.1875965868",KY,36.5540721406,-89.1875965868
21077,Gallatin,"Gallatin, Kentucky",57672,222.9,15458.2,0.0,0.24136384028712426,90.69,85.25,0.1946564885496183,"38.7568746647, -84.8593123857",KY,38.7568746647,-84.8593123857
21079,Garrard,"Garrard, Kentucky",60787,247.8,34173.7,0.22212828316987937,0.1629466801938902,98.4175,93.5675,0.19062027231467474,"37.6395779036, -84.5376342293",KY,37.6395779036,-84.5376342293
21081,Grant,"Grant, Kentucky",65689,222.9,42636.5,0.35081223124701383,0.1714843127886606,95.22749999999999,90.845,0.25311203319502074,"38.6488155619, -84.6246133807",KY,38.6488155619,-84.6246133807
21083,Graves,"Graves, Kentucky",51641,247.8,69726.9,0.30419861654780417,0.1921014531610274,90.57777777777778,81.65555555555555,0.20028328611898016,"36.7231381944, -88.6512057677",KY,36.7231381944,-88.6512057677
21085,Grayson,"Grayson, Kentucky",47073,247.8,49040.2,0.2635588745568379,0.2405521611224259,93.22428571428573,85.37285714285714,0.20776014109347443,"37.4608189464, -86.3438765333",KY,37.4608189464,-86.3438765333
21087,Green,"Green, Kentucky",46124,247.8,20496.4,0.0,0.26389141920204046,99.325,91.9675,0.21058777734527054,"37.2641094188, -85.5531056748",KY,37.2641094188,-85.5531056748
21089,Greenup,"Greenup, Kentucky",59708,247.8,67666.5,0.6069342753767699,0.20045012962593659,86.62555555555555,61.61666666666666,0.18923395445134575,"38.5456646906, -82.9222922454",KY,38.5456646906,-82.9222922454
21091,Hancock,"Hancock, Kentucky",66627,247.8,16584.6,0.10535959688502061,0.12895098488318826,92.47333333333334,78.64333333333333,0.19969278033794163,"37.8415087294, -86.7779252067",KY,37.8415087294,-86.7779252067
21093,Hardin,"Hardin, Kentucky",67409,247.8,195116.3,0.6570961864672991,0.180525763110421,84.34818181818183,60.84318181818182,0.21573498964803312,"37.6979246033, -85.9633719015",KY,37.6979246033,-85.9633719015
21095,Harlan,"Harlan, Kentucky",36767,247.8,47776.6,0.458950201884253,0.35993078254181887,86.39818181818181,76.4890909090909,0.22166785459729152,"36.8569745004, -83.2179510399",KY,36.8569745004,-83.2179510399
21097,Harrison,"Harrison, Kentucky",54396,247.8,35217.8,0.34133854111685846,0.2723530032724586,88.724,72.986,0.20901246404602108,"38.4418035091, -84.3313958343",KY,38.4418035091,-84.3313958343
21099,Hart,"Hart, Kentucky",44791,247.8,34200.2,0.12843075633773307,0.24057196731615335,89.822,84.564,0.2239766081871345,"37.29992674, -85.8847094016",KY,37.29992674,-85.8847094016
21101,Henderson,"Henderson, Kentucky",59773,247.8,85167.4,0.6178604610007521,0.21280361014024687,61.16727272727273,42.34777777777778,0.20061349693251534,"37.7958423573, -87.5731516422",KY,37.7958423573,-87.5731516422
21103,Henry,"Henry, Kentucky",59057,247.8,29428.5,0.0,0.19178758876196356,95.812,87.512,0.22645192776964373,"38.448468036, -85.1189299735",KY,38.448468036,-85.1189299735
21105,Hickman,"Hickman, Kentucky",50881,247.8,8094.2,0.0,0.23642611683848797,95.86,77.7,0.21621621621621623,"36.6781704977, -88.9762156953",KY,36.6781704977,-88.9762156953
21107,Hopkins,"Hopkins, Kentucky",56471,247.8,83322.5,0.5274907171296918,0.19344159620632578,86.70583333333333,62.64083333333334,0.21309424520433695,"37.3088201365, -87.540842137",KY,37.3088201365,-87.540842137
21109,Jackson,"Jackson, Kentucky",32048,247.8,24960.7,0.0,0.3082391678515303,98.52333333333333,94.99000000000001,0.2233128834355828,"37.4197763873, -84.0057660473",KY,37.4197763873,-84.0057660473
21111,Jefferson,"Jefferson, Kentucky",66058,247.8,1417485.9,0.9861634352275893,0.17064055132768016,66.69310160427808,30.986350364963503,0.22677067513461274,"38.1871910002, -85.6591577058",KY,38.1871910002,-85.6591577058
21113,Jessamine,"Jessamine, Kentucky",67016,247.8,96515.5,0.7402805095494568,0.16428006838109593,78.10111111111111,49.19888888888889,0.19754708716600963,"37.872051318, -84.5809372528",KY,37.872051318,-84.5809372528
21115,Johnson,"Johnson, Kentucky",47772,247.8,42119.5,0.2691215576689052,0.2811556316762068,98.69833333333334,95.07833333333333,0.2289348171701113,"37.8466393565, -82.8315397747",KY,37.8466393565,-82.8315397747
21117,Kenton,"Kenton, Kentucky",73566,222.9,318247.0,0.9298718531092357,0.15913166136705956,77.21794871794872,50.745333333333335,0.2112676056338028,"38.9334528592, -84.5333168381",KY,38.9334528592,-84.5333168381
21119,Knott,"Knott, Kentucky",45104,247.8,26126.8,0.0,0.29670181130035145,99.328,98.038,0.20991735537190082,"37.3540523996, -82.9541313398",KY,37.3540523996,-82.9541313398
21121,Knox,"Knox, Kentucky",33525,247.8,55863.7,0.37205792633978746,0.3170857014417365,94.60125,85.91125,0.2097457627118644,"36.8906660574, -83.854045282",KY,36.8906660574,-83.854045282
21123,Larue,"Larue, Kentucky",52678,247.8,27122.2,0.23915900131406045,0.15879383083200774,88.8275,82.015,0.20908311910882604,"37.5457980664, -85.6979139347",KY,37.5457980664,-85.6979139347
21125,Laurel,"Laurel, Kentucky",51339,247.8,111707.1,0.429970151211992,0.22519434513071146,92.31384615384614,76.91923076923078,0.20487153820487153,"37.1106705529, -84.11780032",KY,37.1106705529,-84.11780032
21127,Lawrence,"Lawrence, Kentucky",43215,247.8,28303.8,0.22944600693308914,0.3062986460854209,95.01,89.326,0.2044790652385589,"38.0678786159, -82.7347546613",KY,38.0678786159,-82.7347546613
21129,Lee,"Lee, Kentucky",32298,247.8,14279.3,0.0,0.3890701468189233,95.21666666666665,83.66333333333334,0.21527138914443422,"37.5947979696, -83.7162777687",KY,37.5947979696,-83.7162777687
21131,Leslie,"Leslie, Kentucky",37772,247.8,18445.4,0.0,0.2736040609137056,98.14333333333333,95.18333333333334,0.2138157894736842,"37.0940663146, -83.3811399511",KY,37.0940663146,-83.3811399511
21133,Letcher,"Letcher, Kentucky",43078,247.8,41178.8,0.0,0.29971623947527565,93.75,81.39571428571428,0.21625887924230466,"37.1211921397, -82.8552822542",KY,37.1211921397,-82.8552822542
21135,Lewis,"Lewis, Kentucky",40816,247.8,24770.5,0.0,0.2717407686510927,92.92,83.1975,0.20926090828138913,"38.5315416285, -83.3780560683",KY,38.5315416285,-83.3780560683
21137,Lincoln,"Lincoln, Kentucky",47553,247.8,45253.5,0.1850933192371813,0.2416947912007482,87.12666666666667,77.77166666666666,0.21405228758169934,"37.4553667663, -84.6608453633",KY,37.4553667663,-84.6608453633
21139,Livingston,"Livingston, Kentucky",53366,247.8,18427.8,0.04668838219326819,0.14277958740499458,98.155,96.59,0.17689530685920576,"37.2097032695, -88.3538137781",KY,37.2097032695,-88.3538137781
21141,Logan,"Logan, Kentucky",51628,247.8,49713.9,0.2494017156952984,0.2071352306616104,88.375,76.78,0.18941176470588236,"36.8596987837, -86.8789382363",KY,36.8596987837,-86.8789382363
21143,Lyon,"Lyon, Kentucky",53020,247.8,15040.5,0.0,0.16723716381418094,95.32,90.475,0.18203033838973162,"37.0191301368, -88.0832815032",KY,37.0191301368,-88.0832815032
21145,McCracken,"Mccracken, Kentucky",62096,247.8,128642.4,0.7228027887534516,0.20634944850417244,89.50058823529412,63.00647058823529,0.20500927643784786,"37.0540793189, -88.71271926",KY,37.0540793189,-88.71271926
21147,McCreary,"Mccreary, Kentucky",33161,247.8,28224.4,0.0,0.3009776132353792,97.6825,93.795,0.2032258064516129,"36.7371415587, -84.4841745377",KY,36.7371415587,-84.4841745377
21149,McLean,"Mclean, Kentucky",56156,247.8,17858.0,0.0,0.21516927083333334,84.38666666666667,74.97,0.19976171564733916,"37.5291899516, -87.2636042463",KY,37.5291899516,-87.2636042463
21151,Madison,"Madison, Kentucky",59650,247.8,166520.8,0.6149935243559143,0.1892814710950796,93.09,69.62736842105264,0.19703389830508475,"37.7201835062, -84.2779980048",KY,37.7201835062,-84.2779980048
21153,Magoffin,"Magoffin, Kentucky",36031,247.8,22210.8,0.0,0.40077404479578393,96.85249999999999,91.35249999999999,0.21782178217821782,"37.7064741502, -83.0649145355",KY,37.7064741502,-83.0649145355
21155,Marion,"Marion, Kentucky",53981,247.8,37117.1,0.28812945920794125,0.23849653603557025,96.43666666666667,84.28666666666668,0.23245984784446322,"37.5525344711, -85.2696313766",KY,37.5525344711,-85.2696313766
21157,Marshall,"Marshall, Kentucky",63488,247.8,63208.5,0.1421472766325778,0.1371461545859648,95.68166666666667,83.18666666666667,0.19814110688635403,"36.8834465874, -88.3293805253",KY,36.8834465874,-88.3293805253
21159,Martin,"Martin, Kentucky",34518,247.8,18035.8,0.0,0.27533632286995513,94.78666666666668,84.89666666666666,0.2217453505007153,"37.8015772072, -82.5132925147",KY,37.8015772072,-82.5132925147
21161,Mason,"Mason, Kentucky",53929,247.8,31024.5,0.44606294606294605,0.2146952146952147,82.99,71.924,0.209375,"38.5951729912, -83.8242451537",KY,38.5951729912,-83.8242451537
21163,Meade,"Meade, Kentucky",62421,247.8,51202.1,0.13898552741441692,0.16566935708321737,98.47875,95.20625,0.18732782369146006,"37.9698391666, -86.2171786433",KY,37.9698391666,-86.2171786433
21165,Menifee,"Menifee, Kentucky",36297,247.8,11139.7,0.0,0.33246354566385267,98.005,94.77000000000001,0.20947630922693267,"37.9413779683, -83.5988719199",KY,37.9413779683,-83.5988719199
21167,Mercer,"Mercer, Kentucky",63065,247.8,42365.3,0.4058732892232394,0.21648690292758088,96.57000000000001,87.84400000000001,0.1987179487179487,"37.8110307874, -84.8744366862",KY,37.8110307874,-84.8744366862
21169,Metcalfe,"Metcalfe, Kentucky",47059,247.8,18831.3,0.0,0.17876984126984127,97.74666666666667,94.42999999999999,0.21800724067369748,"36.9905417852, -85.6292510918",KY,36.9905417852,-85.6292510918
21171,Monroe,"Monroe, Kentucky",38830,247.8,19739.9,0.0,0.257768625982778,85.6875,75.1725,0.22071153410378427,"36.712180279, -85.7165195846",KY,36.712180279,-85.7165195846
21173,Montgomery,"Montgomery, Kentucky",49601,247.8,52473.3,0.4081827504508646,0.2885887053997666,89.915,70.73,0.2098001902949572,"38.0335228018, -83.913088975",KY,38.0335228018,-83.913088975
21175,Morgan,"Morgan, Kentucky",41190,247.8,22024.3,0.0,0.31882106523040094,97.434,92.65599999999999,0.21491782553729458,"37.9222809093, -83.2588931268",KY,37.9222809093,-83.2588931268
21177,Muhlenberg,"Muhlenberg, Kentucky",52445,247.8,54020.0,0.3170843271147123,0.19260299931388244,90.63444444444445,76.25333333333333,0.21979553903345725,"37.2157922672, -87.142041664",KY,37.2157922672,-87.142041664
21179,Nelson,"Nelson, Kentucky",63024,247.8,85927.1,0.43088133839254916,0.2003061400482925,89.63333333333334,69.63333333333334,0.19430051813471502,"37.805131267, -85.4659885855",KY,37.805131267,-85.4659885855
21181,Nicholas,"Nicholas, Kentucky",57234,247.8,13499.9,0.0,0.18215460526315788,86.45,79.075,0.21465968586387435,"38.3355978163, -84.0153305006",KY,38.3355978163,-84.0153305006
21183,Ohio,"Ohio, Kentucky",54023,247.8,43588.1,0.26331114808652245,0.2023710482529118,98.95142857142856,96.07000000000001,0.19694960212201593,"37.478191684, -86.8488901965",KY,37.478191684,-86.8488901965
21185,Oldham,"Oldham, Kentucky",110676,247.8,116750.0,0.7949907235621522,0.050242384343766835,93.95928571428571,79.705,0.21959721146398142,"38.3994422236, -85.4483655316",KY,38.3994422236,-85.4483655316
21187,Owen,"Owen, Kentucky",61612,247.8,20495.6,0.0,0.21411592612909125,98.06666666666666,89.25666666666666,0.23173277661795408,"38.5196362585, -84.8281098255",KY,38.5196362585,-84.8281098255
21189,Owsley,"Owsley, Kentucky",28433,247.8,8032.7,0.0,0.2760805612129441,97.775,91.02000000000001,0.18991097922848665,"37.4192050035, -83.6831118762",KY,37.4192050035,-83.6831118762
21191,Pendleton,"Pendleton, Kentucky",65391,222.9,26549.9,0.0,0.16516969489201233,90.37,80.79333333333334,0.23854660347551343,"38.6956276543, -84.3602721797",KY,38.6956276543,-84.3602721797
21193,Perry,"Perry, Kentucky",47177,247.8,47143.7,0.25881894367569674,0.2761255115961801,93.68125,81.965,0.2153191489361702,"37.2442933233, -83.2214816028",KY,37.2442933233,-83.2214816028
21195,Pike,"Pike, Kentucky",46091,247.8,107819.9,0.12648036567629337,0.30848742987741534,92.31631578947368,86.13444444444445,0.21991150442477875,"37.4690483094, -82.3958631537",KY,37.4690483094,-82.3958631537
21197,Powell,"Powell, Kentucky",40551,247.8,21802.7,0.3260659694288013,0.2511665325824618,86.91,68.52000000000001,0.2332761578044597,"37.8311453235, -83.823774583",KY,37.8311453235,-83.823774583
21199,Pulaski,"Pulaski, Kentucky",46457,247.8,123572.5,0.46046561527733076,0.23086118902018485,87.7942857142857,74.80714285714285,0.22460063897763577,"37.1039268916, -84.5771762961",KY,37.1039268916,-84.5771762961
21201,Robertson,"Robertson, Kentucky",44653,247.8,3976.2,0.0,0.1901608325449385,100.0,100.0,0.19708029197080293,"38.5188144389, -84.0520241975",KY,38.5188144389,-84.0520241975
21203,Rockcastle,"Rockcastle, Kentucky",39241,247.8,30550.7,0.1625539051269765,0.20717537134643027,93.5375,90.125,0.2025440313111546,"37.3651781719, -84.3159414648",KY,37.3651781719,-84.3159414648
21205,Rowan,"Rowan, Kentucky",46267,247.8,40713.4,0.3248467511238251,0.25341234164282794,90.655,75.47,0.19455252918287938,"38.1962558627, -83.4210754055",KY,38.1962558627,-83.4210754055
21207,Russell,"Russell, Kentucky",40162,247.8,34652.9,0.0,0.3422442060801423,97.598,93.412,0.22519582245430808,"36.991034312, -85.0586875538",KY,36.991034312,-85.0586875538
21209,Scott,"Scott, Kentucky",82132,247.8,106511.4,0.6725418892349451,0.1236580655264211,86.91357142857143,60.25142857142857,0.219588706866504,"38.291547316, -84.5839338937",KY,38.291547316,-84.5839338937
21211,Shelby,"Shelby, Kentucky",78682,247.8,89337.1,0.5291429957746194,0.11972585569011181,88.92444444444443,70.21444444444445,0.22655601659751037,"38.2154382436, -85.1947770123",KY,38.2154382436,-85.1947770123
21213,Simpson,"Simpson, Kentucky",57481,247.8,33190.8,0.5470185937166061,0.21008762556101732,85.56,64.885,0.21049935979513446,"36.7419423399, -86.582320534",KY,36.7419423399,-86.582320534
21215,Spencer,"Spencer, Kentucky",86591,247.8,36609.6,0.0,0.09214594928880643,98.6725,94.155,0.19649122807017544,"38.0325101344, -85.3278488189",KY,38.0325101344,-85.3278488189
21217,Taylor,"Taylor, Kentucky",48824,247.8,45466.3,0.4811802973977695,0.2827214993804213,92.89,70.99600000000001,0.2293794186959937,"37.3664545067, -85.3278346717",KY,37.3664545067,-85.3278346717
21219,Todd,"Todd, Kentucky",54620,247.8,20961.6,0.0,0.16044867105584004,94.9375,88.9875,0.2202842377260982,"36.8355562279, -87.1791532892",KY,36.8355562279,-87.1791532892
21221,Trigg,"Trigg, Kentucky",60344,247.8,27887.8,0.20719189721976752,0.12806743253347835,97.08,93.104,0.181021897810219,"36.8063197395, -87.8733713765",KY,36.8063197395,-87.8733713765
21223,Trimble,"Trimble, Kentucky",69786,247.8,15962.8,0.05381535562882713,0.22032501177578898,95.1,88.845,0.21052631578947367,"38.6130327476, -85.3375681071",KY,38.6130327476,-85.3375681071
21225,Union,"Union, Kentucky",54262,247.8,23451.1,0.3604004449388209,0.2749582869855395,89.2475,79.35,0.22752808988764045,"37.6584480026, -87.9453835494",KY,37.6584480026,-87.9453835494
21227,Warren,"Warren, Kentucky",60585,247.8,236618.1,0.6879133196338502,0.1608294414347095,78.53875000000001,44.471739130434784,0.2238995485327314,"36.9935767676, -86.4237993498",KY,36.9935767676,-86.4237993498
21229,Washington,"Washington, Kentucky",57697,247.8,21894.1,0.0,0.20798095081698004,98.83666666666666,92.12666666666667,0.20931758530183728,"37.753378564, -85.1747465425",KY,37.753378564,-85.1747465425
21231,Wayne,"Wayne, Kentucky",38056,247.8,38254.0,0.32389101996655845,0.2557784990656044,97.606,89.878,0.22442748091603054,"36.8012652397, -84.828631199",KY,36.8012652397,-84.828631199
21233,Webster,"Webster, Kentucky",55592,247.8,23095.0,0.0,0.24641037517369152,99.1275,97.15,0.2306338028169014,"37.5184174771, -87.6831570963",KY,37.5184174771,-87.6831570963
21235,Whitley,"Whitley, Kentucky",41612,247.8,63567.1,0.34749649811859706,0.25227278969485567,83.42875000000001,63.957499999999996,0.19041218637992832,"36.7580732628, -84.145177727",KY,36.7580732628,-84.145177727
21237,Wolfe,"Wolfe, Kentucky",29046,247.8,13272.5,0.0,0.3530398322851153,98.57,92.55000000000001,0.22682926829268293,"37.7393195914, -83.4931751504",KY,37.7393195914,-83.4931751504
21239,Woodford,"Woodford, Kentucky",74866,247.8,52274.9,0.6373851248279198,0.13606429288983146,92.07,78.70375,0.21180237877401648,"38.0423908286, -84.7436031459",KY,38.0423908286,-84.7436031459
22001,Acadia,"Acadia, Louisiana",52976,247.8,101938.0,0.4836341931633032,0.22094242526899935,71.8525,52.92583333333334,0.2522329403358342,"30.2905333588, -92.4119791169",LA,30.2905333588,-92.4119791169
22003,Allen,"Allen, Louisiana",51984,247.8,35747.2,0.3043308926624085,0.1480370774263904,86.152,63.722,0.22073101085094232,"30.6528705338, -92.8278792297",LA,30.6528705338,-92.8278792297
22005,Ascension,"Ascension, Louisiana",90107,247.8,215533.3,0.8679181451263935,0.11070549082240387,83.84357142857142,53.76,0.24863760217983652,"30.2035444978, -90.9112912896",LA,30.2035444978,-90.9112912896
22007,Assumption,"Assumption, Louisiana",61925,247.8,35701.3,0.5514254285452379,0.22256852140434505,94.71666666666665,82.92833333333334,0.27555222763010107,"29.9007722759, -91.0625868595",LA,29.9007722759,-91.0625868595
22009,Avoyelles,"Avoyelles, Louisiana",47162,247.8,62219.1,0.3613638062956409,0.22161852304164695,94.19333333333333,82.25777777777778,0.2296488653042791,"31.07624372, -92.001376741",LA,31.07624372,-92.001376741
22011,Beauregard,"Beauregard, Louisiana",62719,247.8,65624.7,0.3341312905628258,0.17672092775827217,89.92285714285715,70.89714285714285,0.2170751973410885,"30.6484687349, -93.343338993",LA,30.6484687349,-93.343338993
22013,Bienville,"Bienville, Louisiana",41833,247.8,20621.1,0.20361956686354687,0.31690140845070425,95.098,84.238,0.26059730250481694,"32.3472191955, -93.0559517637",LA,32.3472191955,-93.0559517637
22015,Bossier,"Bossier, Louisiana",73257,247.8,222264.5,0.7560320663311375,0.1431678457298545,85.60318181818182,56.070454545454545,0.2430211137877285,"32.6789310276, -93.6050459212",LA,32.6789310276,-93.6050459212
22017,Caddo,"Caddo, Louisiana",56961,247.8,382636.3,0.8555112604621068,0.22655757550458142,82.36174603174604,57.293749999999996,0.2764939149459866,"32.5801941764, -93.8823968489",LA,32.5801941764,-93.8823968489
22019,Calcasieu,"Calcasieu, Louisiana",63265,247.8,344439.8,0.7935792195557562,0.16067161579337313,74.5402380952381,41.34230769230769,0.22453222453222454,"30.2292239003, -93.3579451616",LA,30.2292239003,-93.3579451616
22021,Caldwell,"Caldwell, Louisiana",53783,247.8,17219.8,0.0,0.30376940133037694,89.71333333333332,81.09,0.25090036014405764,"32.0922715486, -92.1166058761",LA,32.0922715486,-92.1166058761
22023,Cameron,"Cameron, Louisiana",82639,247.8,13258.5,0.0,0.09182643794147326,92.89,83.725,0.22767593140153755,"29.8468719706, -93.1988964755",LA,29.8468719706,-93.1988964755
22025,Catahoula,"Catahoula, Louisiana",49709,247.8,14852.9,0.0,0.16051991968720278,82.99333333333333,76.18333333333334,0.25120440467997246,"31.6661684568, -91.8470716058",LA,31.6661684568,-91.8470716058
22027,Claiborne,"Claiborne, Louisiana",45070,247.8,20561.6,0.17386312902608586,0.26895847949486573,85.792,68.9,0.26975476839237056,"32.822693435, -92.9957332424",LA,32.822693435,-92.9957332424
22029,Concordia,"Concordia, Louisiana",40095,247.8,27725.3,0.6636098374322634,0.25870154230929554,89.692,77.774,0.26493011435832275,"31.445835936, -91.6400549956",LA,31.445835936,-91.6400549956
22031,De Soto,"De Soto, Louisiana",56499,247.8,45335.1,0.22585912835214284,0.21381137279094242,95.07142857142857,80.04142857142857,0.25326991676575505,"32.0554496236, -93.7372773737",LA,32.0554496236,-93.7372773737
22033,East Baton Rouge,"East Baton Rouge, Louisiana",67601,247.8,703386.5,0.9316327483302705,0.18596448081832115,72.4810989010989,41.09173333333334,0.27914740626605034,"30.5382395947, -91.0956166217",LA,30.5382395947,-91.0956166217
22035,East Carroll,"East Carroll, Louisiana",35440,247.8,7646.1,0.6484866208510016,0.3773943558999854,91.66666666666667,59.63666666666668,0.31305903398926654,"32.7325534614, -91.2350651111",LA,32.7325534614,-91.2350651111
22037,East Feliciana,"East Feliciana, Louisiana",59285,247.8,27635.1,0.0,0.1864265204907335,97.77799999999999,92.95,0.2596026490066225,"30.8450707709, -91.0455350736",LA,30.8450707709,-91.0455350736
22039,Evangeline,"Evangeline, Louisiana",45131,247.8,53097.7,0.38664149586479685,0.28026489272443966,88.68375,68.28625,0.2599091336362212,"30.7289364182, -92.4059042007",LA,30.7289364182,-92.4059042007
22041,Franklin,"Franklin, Louisiana",46143,247.8,32056.6,0.2549372531373431,0.28088595570221486,92.86333333333334,84.62166666666667,0.2498935717326522,"32.1332163406, -91.6737652244",LA,32.1332163406,-91.6737652244
22043,Grant,"Grant, Louisiana",53563,247.8,34552.6,0.14503340757238306,0.17621380846325166,92.536,87.548,0.2205733558178752,"31.599703679, -92.5595204513",LA,31.599703679,-92.5595204513
